year,top_charge,indicator,disposition,white_n,white_perc,black_n,black_perc,hispanic_n,hispanic_perc,other_n,other_perc,total_n,total_perc
2018,Felony,Adult Non-YO Convictions,Non-Criminal/Unknown,112,0.07613868116927261,102,0.06394984326018809,23,0.08646616541353383,3,0.031914893617021274,240,0.07005253940455342
2018,Felony,Youthful Offender Adjudications,Felonies,31,0.02107409925220938,41,0.025705329153605017,8,0.03007518796992481,6,0.06382978723404255,86,0.025102159953298307
2018,Felony,Youthful Offender Adjudications,Misdemeanors,26,0.017675050985723997,22,0.013793103448275864,8,0.03007518796992481,3,0.031914893617021274,59,0.017221249270286048
2018,Felony,Youthful Offender Adjudications,Unknown,0,0,0,0,0,0,0,0,0,0
2018,Felony,Sentences,Prison,170,0.11556764106050306,269,0.16865203761755485,47,0.17669172932330826,6,0.06382978723404255,492,0.1436077057793345
2018,Felony,Sentences,Jail,135,0.09177430319510536,152,0.09529780564263322,21,0.07894736842105263,1,0.010638297872340425,309,0.09019264448336252
2018,Felony,Sentences,Time Served,37,0.02515295717199184,74,0.04639498432601881,9,0.03383458646616541,3,0.031914893617021274,123,0.03590192644483362
2018,Felony,Sentences,Jail+Probation,78,0.053025152957172,58,0.03636363636363636,13,0.04887218045112782,5,0.05319148936170213,154,0.04495037945125511
2018,Felony,Sentences,Probation,292,0.19850441876274644,216,0.135423197492163,35,0.13157894736842105,26,0.2765957446808511,569,0.16608289550496205
2018,Felony,Sentences,Fine,46,0.03127124405166554,19,0.011912225705329153,1,0.0037593984962406013,3,0.031914893617021274,69,0.020140105078809104
2018,Felony,Sentences,Cond Discharge,245,0.16655336505778384,216,0.135423197492163,52,0.19548872180451127,5,0.05319148936170213,518,0.15119673088149446
2018,Felony,Sentences,Other/Unknown,2,0.0013596193065941536,3,0.0018808777429467085,0,0,0,0,5,0.0014594279042615293
2018,Violent Felony,Overall,Total Dispositions,287,1,461,1,70,1,20,1,838,1
2018,Violent Felony,Overall,Convicted-Sentenced,207,0.7212543554006969,303,0.6572668112798264,49,0.7,13,0.65,572,0.6825775656324582
2018,Violent Felony,Overall,Diverted and Dismissed,0,0,0,0,0,0,0,0,0,0
2018,Violent Felony,Overall,Covered by Another Case,47,0.16376306620209058,43,0.09327548806941431,6,0.08571428571428572,2,0.1,98,0.11694510739856803
2018,Violent Felony,Overall,Dismissed-ACD,14,0.04878048780487805,24,0.052060737527114966,3,0.04285714285714286,2,0.1,43,0.051312649164677794
2018,Violent Felony,Overall,Dismissed-Not ACD,16,0.055749128919860634,81,0.17570498915401303,11,0.15714285714285714,2,0.1,110,0.13126491646778043
2018,Violent Felony,Overall,Acquitted,1,0.0034843205574912896,5,0.010845986984815618,0,0,1,0.05,7,0.008353221957040573
2018,Violent Felony,Overall,DA Declined to Prosecute,0,0,0,0,0,0,0,0,0,0
2018,Violent Felony,Overall,Other,2,0.006968641114982579,5,0.010845986984815618,1,0.014285714285714285,0,0,8,0.00954653937947494
2018,Violent Felony,Adult Non-YO Convictions,Felonies,90,0.313588850174216,155,0.3362255965292842,26,0.37142857142857144,7,0.35,278,0.3317422434367542
2018,Violent Felony,Adult Non-YO Convictions,Misdemeanors,76,0.26480836236933797,86,0.18655097613882862,10,0.14285714285714285,4,0.2,176,0.2100238663484487
2018,Violent Felony,Adult Non-YO Convictions,Non-Criminal/Unknown,20,0.06968641114982578,30,0.0650759219088937,7,0.1,1,0.05,58,0.06921241050119331
2018,Violent Felony,Youthful Offender Adjudications,Felonies,16,0.055749128919860634,24,0.052060737527114966,3,0.04285714285714286,0,0,43,0.051312649164677794
2018,Violent Felony,Youthful Offender Adjudications,Misdemeanors,5,0.017421602787456445,8,0.01735357917570499,3,0.04285714285714286,1,0.05,17,0.02028639618138425
2018,Violent Felony,Youthful Offender Adjudications,Unknown,0,0,0,0,0,0,0,0,0,0
2018,Violent Felony,Sentences,Prison,65,0.22648083623693382,125,0.27114967462039047,21,0.3,4,0.2,215,0.256563245823389
2018,Violent Felony,Sentences,Jail,21,0.07317073170731707,43,0.09327548806941431,5,0.07142857142857142,1,0.05,70,0.08353221957040573
2018,Violent Felony,Sentences,Time Served,8,0.027874564459930317,14,0.03036876355748373,3,0.04285714285714286,0,0,25,0.029832935560859187
2018,Violent Felony,Sentences,Jail+Probation,17,0.059233449477351915,20,0.04338394793926247,6,0.08571428571428572,1,0.05,44,0.05250596658711217
2018,Violent Felony,Sentences,Probation,49,0.17073170731707318,41,0.08893709327548807,4,0.05714285714285714,6,0.3,100,0.11933174224343675
2018,Violent Felony,Sentences,Fine,5,0.017421602787456445,4,0.008676789587852495,1,0.014285714285714285,0,0,10,0.011933174224343675
2018,Violent Felony,Sentences,Cond Discharge,41,0.14285714285714285,55,0.11930585683297182,9,0.12857142857142856,1,0.05,106,0.12649164677804295
2018,Violent Felony,Sentences,Other/Unknown,1,0.0034843205574912896,1,0.0021691973969631237,0,0,0,0,2,0.002386634844868735
2018,Drug Felony,Overall,Total Dispositions,165,1,347,1,85,1,17,1,614,1
2018,Drug Felony,Overall,Convicted-Sentenced,101,0.6121212121212121,209,0.6023054755043228,49,0.5764705882352941,9,0.5294117647058824,368,0.5993485342019544
2018,Drug Felony,Overall,Diverted and Dismissed,0,0,0,0,0,0,0,0,0,0
2018,Drug Felony,Overall,Covered by Another Case,16,0.09696969696969697,35,0.10086455331412104,9,0.10588235294117647,2,0.1176470588235294,62,0.10097719869706841
2018,Drug Felony,Overall,Dismissed-ACD,11,0.06666666666666667,28,0.08069164265129683,1,0.011764705882352941,1,0.0588235294117647,41,0.06677524429967427
2018,Drug Felony,Overall,Dismissed-Not ACD,37,0.22424242424242424,69,0.1988472622478386,23,0.27058823529411763,5,0.29411764705882354,134,0.2182410423452769
2018,Drug Felony,Overall,Acquitted,0,0,1,0.0028818443804034585,2,0.023529411764705882,0,0,3,0.004885993485342019
2018,Drug Felony,Overall,DA Declined to Prosecute,0,0,0,0,0,0,0,0,0,0
2018,Drug Felony,Overall,Other,0,0,5,0.01440922190201729,1,0.011764705882352941,0,0,6,0.009771986970684038
2018,Drug Felony,Adult Non-YO Convictions,Felonies,50,0.30303030303030304,122,0.35158501440922196,33,0.3882352941176471,1,0.0588235294117647,206,0.3355048859934853
2018,Drug Felony,Adult Non-YO Convictions,Misdemeanors,42,0.2545454545454545,70,0.2017291066282421,11,0.12941176470588237,5,0.29411764705882354,128,0.20846905537459284
2018,Drug Felony,Adult Non-YO Convictions,Non-Criminal/Unknown,5,0.030303030303030304,8,0.023054755043227668,3,0.03529411764705882,1,0.0588235294117647,17,0.02768729641693811
2018,Drug Felony,Youthful Offender Adjudications,Felonies,3,0.01818181818181818,6,0.01729106628242075,1,0.011764705882352941,1,0.0588235294117647,11,0.017915309446254073
2018,Drug Felony,Youthful Offender Adjudications,Misdemeanors,1,0.006060606060606061,3,0.008645533141210375,1,0.011764705882352941,1,0.0588235294117647,6,0.009771986970684038
2018,Drug Felony,Youthful Offender Adjudications,Unknown,0,0,0,0,0,0,0,0,0,0
2018,Drug Felony,Sentences,Prison,25,0.15151515151515152,85,0.24495677233429394,18,0.21176470588235294,0,0,128,0.20846905537459284
2018,Drug Felony,Sentences,Jail,9,0.05454545454545454,22,0.06340057636887608,4,0.047058823529411764,0,0,35,0.057003257328990226
2018,Drug Felony,Sentences,Time Served,6,0.03636363636363636,26,0.07492795389048991,3,0.03529411764705882,1,0.0588235294117647,36,0.05863192182410423
2018,Drug Felony,Sentences,Jail+Probation,8,0.048484848484848485,6,0.01729106628242075,2,0.023529411764705882,0,0,16,0.026058631921824105
2018,Drug Felony,Sentences,Probation,25,0.15151515151515152,38,0.10951008645533142,14,0.16470588235294115,6,0.35294117647058826,83,0.13517915309446255
2018,Drug Felony,Sentences,Fine,7,0.042424242424242434,4,0.011527377521613834,0,0,1,0.0588235294117647,12,0.019543973941368076
2018,Drug Felony,Sentences,Cond Discharge,21,0.12727272727272726,27,0.07780979827089338,8,0.09411764705882353,1,0.0588235294117647,57,0.09283387622149837
2018,Drug Felony,Sentences,Other/Unknown,0,0,1,0.0028818443804034585,0,0,0,0,1,0.0016286644951140066
2018,Misdemeanor,Overall,Total Dispositions,3428,1,2452,1,393,1,196,1,6469,1
2018,Misdemeanor,Overall,Convicted-Sentenced,1847,0.5387981330221704,1261,0.5142740619902121,187,0.4758269720101781,94,0.47959183673469385,3389,0.5238831349513062
2018,Misdemeanor,Overall,Diverted and Dismissed,0,0,0,0,0,0,0,0,0,0
2018,Misdemeanor,Overall,Covered by Another Case,331,0.09655775962660443,231,0.09420880913539968,34,0.08651399491094146,11,0.05612244897959184,607,0.09383212243005101
2018,Misdemeanor,Overall,Dismissed-ACD,793,0.23133022170361728,534,0.21778140293637846,111,0.2824427480916031,64,0.326530612244898,1502,0.23218426341010975
2018,Misdemeanor,Overall,Dismissed-Not ACD,421,0.12281213535589265,397,0.16190864600326266,58,0.1475826972010178,26,0.1326530612244898,902,0.13943422476426032
2018,Misdemeanor,Overall,Acquitted,2,5.834305717619603e-4,0,0,0,0,0,0,2,3.091667954861648e-4
2018,Misdemeanor,Overall,DA Declined to Prosecute,0,0,0,0,0,0,0,0,0,0
2018,Misdemeanor,Overall,Other,34,0.009918319719953326,29,0.011827079934747145,3,0.007633587786259542,1,0.005102040816326531,67,0.01035708764878652
2018,Misdemeanor,Adult Non-YO Convictions,Felonies,8,0.002333722287047841,9,0.0036704730831973896,1,0.002544529262086514,0,0,18,0.002782501159375483
2018,Misdemeanor,Adult Non-YO Convictions,Misdemeanors,948,0.2765460910151692,780,0.3181076672104405,95,0.24173027989821882,46,0.23469387755102042,1869,0.288916370381821
2018,Misdemeanor,Adult Non-YO Convictions,Non-Criminal/Unknown,865,0.25233372228704787,444,0.18107667210440456,82,0.20865139949109415,46,0.23469387755102042,1437,0.2221363425568094
2018,Misdemeanor,Youthful Offender Adjudications,Felonies,0,0,0,0,0,0,0,0,0,0
2018,Misdemeanor,Youthful Offender Adjudications,Misdemeanors,25,0.007292882147024504,27,0.01101141924959217,9,0.022900763358778622,2,0.010204081632653062,63,0.009738754057814191
2018,Misdemeanor,Youthful Offender Adjudications,Unknown,1,2.9171528588098014e-4,1,4.078303425774878e-4,0,0,0,0,2,3.091667954861648e-4
2018,Misdemeanor,Sentences,Prison,1,2.9171528588098014e-4,5,0.0020391517128874386,1,0.002544529262086514,0,0,7,0.0010820837842015767
2018,Misdemeanor,Sentences,Jail,175,0.051050175029171536,141,0.05750407830342578,14,0.035623409669211195,6,0.030612244897959183,336,0.05194002164167568
2018,Misdemeanor,Sentences,Time Served,67,0.019544924154025672,139,0.0566884176182708,12,0.030534351145038167,4,0.020408163265306124,222,0.03431751429896429
2018,Misdemeanor,Sentences,Jail+Probation,20,0.005834305717619603,11,0.004486133768352365,1,0.002544529262086514,2,0.010204081632653062,34,0.005255835523264802
2018,Misdemeanor,Sentences,Probation,289,0.08430571761960329,191,0.07789559543230017,30,0.07633587786259542,14,0.07142857142857142,524,0.08100170041737517
2018,Misdemeanor,Sentences,Fine,763,0.22257876312718786,159,0.06484502446982056,41,0.10432569974554708,41,0.20918367346938777,1004,0.1552017313340547
2018,Misdemeanor,Sentences,Cond Discharge,526,0.15344224037339557,610,0.2487765089722675,88,0.22391857506361323,26,0.1326530612244898,1250,0.19322924717885295
2018,Misdemeanor,Sentences,Other/Unknown,6,0.001750291715285881,5,0.0020391517128874386,0,0,1,0.005102040816326531,12,0.0018550007729169888
