year,top_charge,indicator,disposition,white_n,white_perc,black_n,black_perc,hispanic_n,hispanic_perc,other_n,other_perc,total_n,total_perc
2017,Misdemeanor,Youthful Offender Adjudications,Felonies,0,0,0,0,0,0,0,0,0,0
2017,Misdemeanor,Youthful Offender Adjudications,Misdemeanors,30,0.00823045267489712,58,0.02284363922804254,5,0.012690355329949238,1,0.005235602094240838,94,0.013886837051263113
2017,Misdemeanor,Youthful Offender Adjudications,Unknown,0,0,2,7.877116975187081e-4,0,0,0,0,2,2.954646181119811e-4
2017,Misdemeanor,Sentences,Prison,0,0,5,0.0019692792437967705,0,0,0,0,5,7.386615452799527e-4
2017,Misdemeanor,Sentences,Jail,204,0.05596707818930041,174,0.06853091768412761,25,0.06345177664974619,6,0.03141361256544503,409,0.06042251440390014
2017,Misdemeanor,Sentences,Time Served,93,0.02551440329218107,162,0.06380464749901536,17,0.04314720812182741,5,0.02617801047120419,277,0.04092184960850938
2017,Misdemeanor,Sentences,Jail+Probation,17,0.004663923182441701,17,0.006695549428909019,1,0.0025380710659898475,0,0,35,0.005170630816959669
2017,Misdemeanor,Sentences,Probation,336,0.09218106995884774,230,0.09058684521465145,29,0.07360406091370558,9,0.04712041884816754,604,0.08923031466981829
2017,Misdemeanor,Sentences,Fine,776,0.21289437585733884,149,0.05868452146514375,36,0.09137055837563451,51,0.2670157068062827,1012,0.14950509676466242
2017,Misdemeanor,Sentences,Cond Discharge,624,0.17119341563786009,669,0.2634895628200079,105,0.266497461928934,42,0.2198952879581152,1440,0.2127345250406264
2017,Misdemeanor,Sentences,Other/Unknown,5,0.0013717421124828533,9,0.0035447026388341868,0,0,0,0,14,0.002068252326783868
2018,Felony,Overall,Total Dispositions,1471,1,1595,1,266,1,94,1,3426,1
2018,Felony,Overall,Convicted-Sentenced,1005,0.6832087015635622,1007,0.6313479623824452,178,0.669172932330827,49,0.5212765957446809,2239,0.6535318155283129
2018,Felony,Overall,Diverted and Dismissed,0,0,0,0,0,0,0,0,0,0
2018,Felony,Overall,Covered by Another Case,234,0.15907545887151597,191,0.11974921630094044,25,0.09398496240601503,25,0.26595744680851063,475,0.1386456509048453
2018,Felony,Overall,Dismissed-ACD,104,0.07070020394289599,111,0.06959247648902821,10,0.03759398496240601,6,0.06382978723404255,231,0.06742556917688267
2018,Felony,Overall,Dismissed-Not ACD,108,0.07341944255608429,263,0.16489028213166143,46,0.17293233082706766,13,0.13829787234042554,430,0.12551079976649154
2018,Felony,Overall,Acquitted,2,0.0013596193065941536,7,0.00438871473354232,2,0.007518796992481203,1,0.010638297872340425,12,0.0035026269702276708
2018,Felony,Overall,DA Declined to Prosecute,0,0,0,0,0,0,0,0,0,0
2018,Felony,Overall,Other,18,0.012236573759347382,16,0.010031347962382446,5,0.018796992481203006,0,0,39,0.01138353765323993
2018,Felony,Adult Non-YO Convictions,Felonies,368,0.2501699524133243,422,0.264576802507837,80,0.3007518796992481,16,0.1702127659574468,886,0.258610624635143
2018,Felony,Adult Non-YO Convictions,Misdemeanors,468,0.31815091774303195,420,0.26332288401253917,59,0.22180451127819548,21,0.22340425531914893,968,0.2825452422650321
